연번,시도,시군구,읍면동,우편번호,주    소
1644,경기,양주시,회천4동행정복지센터,11468,경기도 양주시 옥정로 397-7
1645,경기,구리시,갈매동주민센터(임시청사),11902,경기도 구리시 산마루로 24(갈매동)
1646,경기,구리시,동구동주민센터,11915,"경기도 구리시 동구릉로136번길 57, 별관 1층(인창동)"
1647,경기,구리시,인창동주민센터(임시청사),11919,"경기도 구리시 동구릉로53번길 4, 2층(인창동)"
1648,경기,구리시,교문1동행정복지센터,11950,경기도 구리시 경춘로 111(교문동)
1649,경기,구리시,교문2동주민센터,11949,경기도 구리시 장자대로 34(교문동)
1650,경기,구리시,수택1동주민센터,11943,경기도 구리시 검배로93번길 35(수택동)
1651,경기,구리시,수택2동행정복지센터,11941,경기도 구리시 원수택로12번길 16(수택동)
1652,경기,구리시,수택3동주민센터,11940,경기도 구리시 체육관로 74(수택동)
1653,경기,포천시,소흘읍행정복지센터,11180,경기도 포천시 소흘읍 호국로 567
1654,경기,포천시,군내면사무소,11152,포천시 군내면 청군로3290번길 16
1655,경기,포천시,내촌면사무소,11189,경기도 포천시 내촌면 내촌로 70
1656,경기,포천시,가산면행정복지센터,11164,경기도 포천시 가산면 선마로 223
1657,경기,포천시,신북면행정복지센터,11139,경기도 포천시 신북면 호국로 2065
1658,경기,포천시,창수면사무소,11134,경기도 포천시 창수면 메치골로 178
1659,경기,포천시,영중면사무소,11129,경기도 포천시 영중면 양문로 151
1660,경기,포천시,일동면행정복지센터,11116,경기도 포천시 일동면 화동로1099번길 30
1661,경기,포천시,이동면사무소,11111,경기도 포천시 이동면 화동로 2048
1662,경기,포천시,영북면행정복지센터,11104,경기도 포천시 영북면 영북로 166
1663,경기,포천시,관인면사무소,11101,경기도 포천시 관인면 관인로 14
1664,경기,포천시,화현면사무소,11123,경기도 포천시 화현면 달인동로1길 55
1665,경기,포천시,포천동행정복지센터,11146,경기도 포천시 중앙로119번길 26
1666,경기,포천시,선단동행정복지센터,11161,경기도 포천시 삼육사로2186번길 11
1667,경기,의왕시,고천동주민센터,16063,경기도 의왕시 사천로 11
1668,경기,의왕시,부곡동주민센터,16092,경기도 의왕시 부곡시장길 75
1669,경기,의왕시,오전동주민센터,16055,경기도 의왕시 찬우물길 11
1670,경기,의왕시,내손1동주민센터,16041,경기도 의왕시 갈미로 71
1671,경기,의왕시,내손2동주민센터,16027,경기도 의왕시 복지로 109
1672,경기,의왕시,청계동주민센터,16013,경기도 의왕시 안양판교로 232
1673,경기,하남시,천현동행정복지센터,13024,경기도 하남시 검단남로 48
1674,경기,하남시,신장1동행정복지센터,12959,경기도 하남시 신장1로27번길 13
1675,경기,하남시,신장2동행정복지센터,12947,경기도 하남시 대청로21번길 32
1676,경기,하남시,덕풍1동행정복지센터,12980,경기도 하남시 덕풍공원로 110
1677,경기,하남시,덕풍2동행정복지센터,12972,경기도 하남시 덕풍공원로 12
1678,경기,하남시,덕풍3동행정복지센터,12927,경기도 하남시 덕풍서로 66
1679,경기,하남시,풍산동행정복지센터,12984,경기도 하남시 하남대로 1037-4
1680,경기,하남시,미사1동행정복지센터,12912,경기도 하남시 미사강변남로 59
1681,경기,하남시,미사2동행정복지센터,12909,경기도 하남시 아리수로 531
1682,경기,하남시,감북동행정복지센터,12990,경기도 하남시 감북로 39
1683,경기,하남시,감일동행정복지센터,12997,경기도 하남시 감일순환로 175
1684,경기,하남시,위례동행정복지센터,13014,경기도 하남시 위례순환로 310
1685,경기,하남시,춘궁동행정복지센터,13020,경기도 하남시 서하남로 490
1686,경기,하남시,초이동행정복지센터,12986,경기도 하남시 초이로 65
1687,경기,여주시,가남읍행정복지센터,12662,경기도 여주시 가남읍 태평중앙1길 20
1688,경기,여주시,점동면행정복지센터,12667,경기도 여주시 점동면 청안로 132
1689,경기,여주시,세종대왕면행정복지센터,12641,경기도 여주시 세종대왕면 번도1길 2-9
1690,경기,여주시,흥천면행정복지센터,12607,경기도 여주시 흥천면 효자로 154
1691,경기,여주시,금사면행정복지센터,12604,경기도 여주시 금사면 이포로 27
1692,경기,여주시,산북면행정복지센터,12603,경기도 여주시 산북면 상품로 93
1693,경기,여주시,대신면행정복지센터,12610,경기도 여주시 대신면 여양로 1456-10
1694,경기,여주시,북내면행정복지센터,12613,경기도 여주시 북내면 여양2로 301
1695,경기,여주시,강천면행정복지센터,12616,경기도 여주시 강천면 긴등길 5
1696,경기,여주시,여흥동행정복지센터,12628,경기도 여주시 여흥로 148
1697,경기,여주시,중앙동행정복지센터,12623,경기도 여주시 여흥로11번길 26
1698,경기,여주시,오학동행정복지센터,12639,경기도 여주시 도예로 2
1699,경기,양평군,양평읍사무소,12562,경기도 양평군 양평읍 양근강변길 7
1700,경기,양평군,강상면사무소,12572,경기도 양평군 강상면 신화길 10
1701,경기,양평군,강하면사무소,12574,경기도 양평군 강하면 운심길 40-8
1702,경기,양평군,양서면사무소,12579,경기도 양평군 양서면 목왕로 31
1703,경기,양평군,옥천면사무소,12507,경기도 양평군 옥천면 옥천길 21
1704,경기,양평군,서종면사무소,12502,경기도 양평군 서종면 북한강로 777
1705,경기,양평군,단월면사무소,12529,경기도 양평군 단월면 보룡길 53
1706,경기,양평군,청운면사무소,12530,경기도 양평군 청운면 용두로 170
1707,경기,양평군,양동면사무소,12539,경기도 양평군 양동면 학둔지아래길 20
1708,경기,양평군,지평면사무소,12541,경기도 양평군 지평면 지평의병로 116번길 1
1709,경기,양평군,용문면사무소,12522,경기도 양평군 용문면 용문로 389
1710,경기,양평군,개군면사무소,12568,경기도 양평군 개군면 하자포길33번길 8
1711,경기,동두천시,생연1동행정복지센터,11318,경기도 동두천시 장고갯로 140
1712,경기,동두천시,생연2동행정복지센터,11331,경기도 동두천시 생연로 95
1713,경기,동두천시,중앙동행정복지센터,11328,경기도 동두천시 생연로 172
1714,경기,동두천시,보산동행정복지센터,11309,경기도 동두천시 싸리말로 28
1715,경기,동두천시,불현동행정복지센터,11358,경기도 동두천시 행선로 123
1716,경기,동두천시,송내동행정복지센터,11350,경기도 동두천시 동두천로 97
1717,경기,동두천시,소요동행정복지센터,11307,경기도 동두천시 평화로 2706
1718,경기,동두천시,상패동행정복지센터,11340,경기도 동두천시 어수로 8
1719,경기,과천시,중앙동행정복지센터,13803,경기도 과천시 관문로 136
1720,경기,과천시,갈현동행정복지센터,13835,경기도 과천시 중앙로 28
1721,경기,과천시,별양동주민센터,13834,경기도 과천시 별양로 60
1722,경기,과천시,부림동주민센터,13831,경기도 과천시 별양로 174
1723,경기,과천시,과천동주민센터,13813,경기도 과천시 과천대로 608-17
1724,경기,과천시,문원동주민센터,13827,경기도 과천시 아랫배랭이로 35
1725,경기,가평군,가평읍행정복지센터,12419,경기도 가평군 가평읍 가화로 62
1726,경기,가평군,설악면행정복지센터,12467,경기도 가평군 설악면 한서로 8
1727,경기,가평군,청평면행정복지센터,12452,경기도 가평군 청평면 은고개로 19
1728,경기,가평군,상면행정복지센터,12444,경기도 가평군 상면 청군로 1105
1729,경기,가평군,조종면행정복지센터,12438,경기도 가평군 조종면 조종내길 71
1730,경기,가평군,북면행정복지센터,12403,경기도 가평군 북면 가화로 1030-39
1731,경기,연천군,연천읍행정복지센터,11013,경기도 연천군 연천읍 연천로 302
1732,경기,연천군,전곡읍행정복지센터,11027,경기도 연천군 전곡읍 은전로 45
1733,경기,연천군,군남면행정복지센터,11006,경기도 연천군 군남면 군남로 417
1734,경기,연천군,청산면행정복지센터,11023,경기도 연천군 청산면 청신로 71
1735,경기,연천군,백학면행정복지센터,11048,경기도 연천군 백학면 청정로 534
1736,경기,연천군,미산면행정복지센터,11045,경기도 연천군 미산면 유노로 110
1737,경기,연천군,왕징면행정복지센터,11044,경기도 연천군 왕징면 왕산로 44
1738,경기,연천군,신서면행정복지센터,11000,경기도 연천군 신서면 연신로 1130
1739,경기,연천군,중면행정복지센터,11004,경기도 연천군 중면 군중로 400
1740,경기,연천군,장남면행정복지센터,11050,경기도 연천군 장남면 장백로 244
1741,강원,춘천시,신북읍행정복지센터,24206,강원도 춘천시 신북읍 율문길 75
1742,강원,춘천시,동면행정복지센터,24211,강원도 춘천시 동면 가산로 69
1743,강원,춘천시,동산면행정복지센터,24410,강원도 춘천시 동산면 조양길 270
1744,강원,춘천시,신동면행정복지센터,24412,강원도 춘천시 신동면 김유정길 1418
1745,강원,춘천시,동내면행정복지센터,24407,강원도 춘천시 동내면 동내로 78
1746,강원,춘천시,남면행정복지센터,24468,강원도 춘천시 남면 충효로 1130-10
1747,강원,춘천시,남산면행정복지센터,24465,강원도 춘천시 남산면 한치로 73
1748,강원,춘천시,서면행정복지센터,24461,강원도 춘천시 서면 금산길 31
1749,강원,춘천시,사북면행정복지센터,24420,강원도 춘천시 사북면 영서로 4721
1750,강원,춘천시,북산면행정복지센터,24208,강원도 춘천시 북산면 북산로 493
1751,강원,춘천시,소양동행정복지센터,24272,강원도 춘천시 금강로 17
1752,강원,춘천시,교동행정복지센터,24262,강원도 춘천시 교동길 19
1753,강원,춘천시,조운동행정복지센터,24352,강원도 춘천시 아침길 11
1754,강원,춘천시,약사명동행정복지센터,24357,강원도 춘천시 망대길 9
1755,강원,춘천시,근화동행정복지센터,24238,강원도 춘천시 영서로 2487
1756,강원,춘천시,후평1동행정복지센터,24251,강원도 춘천시 후석로 403
1757,강원,춘천시,후평2동행정복지센터,24282,강원도 춘천시 부안길6번길 45
1758,강원,춘천시,후평3동행정복지센터,24304,강원도 춘천시 후만로 83
1759,강원,춘천시,효자1동행정복지센터,24336,강원도 춘천시 효자상길 9
1760,강원,춘천시,효자2동행정복지센터,24334,강원도 춘천시 돌담길10번길 8
1761,강원,춘천시,효자3동행정복지센터,24294,강원도 춘천시 두하길 21
1762,강원,춘천시,석사동행정복지센터,24387,강원도 춘천시 후석로 48
1763,강원,춘천시,퇴계동행정복지센터,24369,강원도 춘천시 퇴계로 46
1764,강원,춘천시,강남동행정복지센터,24364,강원도 춘천시 방송길 86
1765,강원,춘천시,신사우동행정복지센터,24226,강원도 춘천시 사우4길 28
1766,강원,원주시,문막읍행정복지센터,26370,강원도 원주시 문막읍 건등로 11
1767,강원,원주시,소초면행정복지센터,26305,강원도 원주시 소초면 치악로 2790
1768,강원,원주시,호저면행정복지센터,26303,강원도 원주시 호저면 호저로 429
1769,강원,원주시,지정면행정복지센터,26359,강원도 원주시 지정면 간현로 126
1770,강원,원주시,부론면행정복지센터,26498,강원도 원주시 부론면 법천시장길 59
1771,강원,원주시,귀래면행정복지센터,26503,강원도 원주시 귀래면 북원로 106
1772,강원,원주시,흥업면행정복지센터,26403,강원도 원주시 흥업면 울업1길 3
1773,강원,원주시,판부면행정복지센터,26471,강원도 원주시 치악로 1503
1774,강원,원주시,신림면행정복지센터,26506,강원도 원주시 신림면 치악로 28
1775,강원,원주시,중앙동행정복지센터,26415,강원도 원주시 충정길 12
1776,강원,원주시,원인동행정복지센터,26433,강원도 원주시 무실로 63
1777,강원,원주시,개운동행정복지센터,26444,강원도 원주시 행구로 40
1778,강원,원주시,명륜1동행정복지센터,26441,강원도 원주시 남원로 653
1779,강원,원주시,명륜2동행정복지센터,26481,강원도 원주시 황소마을길 30
1780,강원,원주시,단구동행정복지센터,26450,강원도 원주시 치악로 1605
1781,강원,원주시,일산동행정복지센터,26417,강원도 원주시 천사로 159
1782,강원,원주시,학성동행정복지센터,26417,강원도 원주시 학성길 116
1783,강원,원주시,단계동행정복지센터,26411,강원도 원주시 북원로 2321
1784,강원,원주시,우산동행정복지센터,26341,강원도 원주시 진광길 9
1785,강원,원주시,태장1동행정복지센터,26326,강원도 원주시 천사로 291
1786,강원,원주시,태장2동행정복지센터,26318,강원도 원주시 흥양로 42
1787,강원,원주시,봉산동행정복지센터,26330,강원도 원주시 치악로 1868
1788,강원,원주시,행구동행정복지센터,26456,강원도 원주시 행구로 250
1789,강원,원주시,무실동행정복지센터,26388,강원도 원주시 만대공원길 14-10
1790,강원,원주시,반곡관설동주민센터,26466,강원도 원주시 입춘로 5
1791,강원,강릉시,주문진읍사무소,25406,강원도 강릉시 주문진읍 항구로 19
1792,강원,강릉시,성산면사무소,25450,강원도 강릉시 성산면 구산길 22
1793,강원,강릉시,왕산면사무소,25639,강원도 강릉시 왕산면 백두대간로 1997
1794,강원,강릉시,구정면사무소,25622,강원도 강릉시 구정면 구정중앙로 237
1795,강원,강릉시,강동면사무소,25620,강원도 강릉시 강동면 율곡로 2208
1796,강원,강릉시,옥계면사무소,25634,강원도 강릉시 옥계면 현내시장길 30
1797,강원,강릉시,사천면사무소,25439,강원도 강릉시 사천면 미노길 67
1798,강원,강릉시,연곡면사무소,25428,강원도 강릉시 연곡면 연주로 35-8
1799,강원,강릉시,홍제동주민센터,25537,강원도 강릉시 경강로 1953
1800,강원,강릉시,중앙동주민센터,25530,강원도 강릉시 토성로 163
1801,강원,강릉시,옥천동주민센터,25552,강원도 강릉시 경강로 2179
1802,강원,강릉시,교1동주민센터,25507,강원도 강릉시 하슬라로 173
1803,강원,강릉시,교2동주민센터,25490,강원도 강릉시 율곡로 2974
1804,강원,강릉시,포남1동주민센터,25546,강원도 강릉시 남구길10번길 25
1805,강원,강릉시,포남2동주민센터,25566,강원도 강릉시 하평2길 29
1806,강원,강릉시,초당동주민센터,25466,강원도 강릉시 초당순두부길 99
1807,강원,강릉시,송정동주민센터,25562,강원도 강릉시 경강로 2451
1808,강원,강릉시,내곡동주민센터,25604,강원도 강릉시 범일로 574
1809,강원,강릉시,강남동주민센터,25611,강원도 강릉시 남부로 232
1810,강원,강릉시,성덕동주민센터,25578,강원도 강릉시 성덕포남로 115
1811,강원,강릉시,경포동주민센터,25464,강원도 강릉시 운정길 16
1812,강원,동해시,천곡동행정복지센터,25769,강원도 동해시 천곡로 98-1
1813,강원,동해시,송정동행정복지센터,25787,강원도 동해시 동해항2길 25
1814,강원,동해시,북삼동행정복지센터,25806,강원도 동해시 효자남길 33-4
1815,강원,동해시,부곡동행정복지센터,25735,강원도 동해시 부곡로 21
1816,강원,동해시,동호동행정복지센터,25724,강원도 동해시 동호3길 35
1817,강원,동해시,발한동행정복지센터,25720,강원도 동해시 발한로 211
1818,강원,동해시,묵호동행정복지센터,25717,강원도 동해시 논골길 78
1819,강원,동해시,북평동행정복지센터,25813,강원도 동해시 대동로 137
1820,강원,동해시,망상동행정복지센터,25715,강원도 동해시 발한로 330
1821,강원,동해시,삼화동행정복지센터,25745,강원도 동해시 무릉1길 10
1822,강원,태백시,황지동주민센터,26015,강원도 태백시 황지로 133
1823,강원,태백시,황연동주민센터,26025,강원도 태백시 광장로 31
1824,강원,태백시,삼수동주민센터,26005,강원도 태백시 태백로 758
1825,강원,태백시,상장동행정복지센터,26039,강원도 태백시 태백로 1182
1826,강원,태백시,문곡소도동주민센터,26043,강원도 태백시 천제단길 4
1827,강원,태백시,장성동주민센터,26052,강원도 태백시 장성1길 171
1828,강원,태백시,구문소동주민센터,26047,강원도 태백시 평화길 13
1829,강원,태백시,철암동주민센터,26045,강원도 태백시 철암길 2
1830,강원,속초시,영랑동주민센터,24803,강원도 속초시 중앙로 403
1831,강원,속초시,동명동주민센터,24823,강원도 속초시 중앙로 257
1832,강원,속초시,금호동주민센터,24827,강원도 속초시 중앙시장로 43
1833,강원,속초시,교동주민센터,24829,강원도 속초시 청학로 51
1834,강원,속초시,노학동주민센터,24855,강원도 속초시 동해대로 4245
1835,강원,속초시,조양동주민센터,24890,강원도 속초시 선사로1길 16
1836,강원,속초시,청호동주민센터,24883,강원도 속초시 청호로 93
1837,강원,속초시,대포동주민센터,24904,강원도 속초시 설악산로 466
1838,강원,삼척시,도계읍행정복지센터,25947,강원도 삼척시 도계읍 도계로 308
1839,강원,삼척시,원덕읍행정복지센터,25961,강원도 삼척시 원덕읍 삼척로 440
1840,강원,삼척시,근덕면행정복지센터,25933,강원도 삼척시 근덕면 삼척로 3639
1841,강원,삼척시,하장면행정복지센터,25901,강원도 삼척시 하장면 하장길 118
1842,강원,삼척시,노곡면행정복지센터,25940,강원도 삼척시 노곡면 미근로 886
1843,강원,삼척시,미로면행정복지센터,25904,강원도 삼척시 미로면 적병길 8
1844,강원,삼척시,가곡면행정복지센터,25954,강원도 삼척시 가곡면 가곡천로 1477
1845,강원,삼척시,신기면행정복지센터,25943,강원도 삼척시 신기면 신기길 15
1846,강원,삼척시,남양동행정복지센터,25929,강원도 삼척시 남양길 11
1847,강원,삼척시,성내동행정복지센터,25916,강원도 삼척시 대학로 57
1848,강원,삼척시,교동행정복지센터,25916,강원도 삼척시 대학로 88-14
1849,강원,삼척시,정라동행정복지센터,25925,강원도 삼척시 새천년도로 16
1850,강원,홍천군,홍천읍행정복지센터,25136,강원도 홍천군 홍천읍 홍천로 351
1851,강원,홍천군,화촌면행정복지센터,25157,강원도 홍천군 화촌면 성산로 143
1852,강원,홍천군,두촌면행정복지센터,25160,강원도 홍천군 두촌면 자은로 349
1853,강원,홍천군,내촌면행정복지센터,25161,강원도 홍천군 내촌면 내촌길 27
1854,강원,홍천군,서석면행정복지센터,25166,강원도 홍천군 서석면 풍암길 10
1855,강원,홍천군,영귀미면행정복지센터,25154,강원도 홍천군 영귀미면 공작산로 497
1856,강원,홍천군,남면행정복지센터,25108,강원도 홍천군 남면 양덕원로 97
1857,강원,홍천군,서면행정복지센터,25101,강원도 홍천군 서면 팔봉산로 617
1858,강원,홍천군,북방면행정복지센터,25115,강원도 홍천군 북방면 영서로 2698
1859,강원,홍천군,내면행정복지센터,25171,강원도 홍천군 내면 창촌로 59
1860,강원,횡성군,횡성읍행정복지센터,25224,강원도 횡성군 횡성읍 태기로 85
1861,강원,횡성군,우천면행정복지센터,25248,강원도 횡성군 우천면 우항1길 5-30
1862,강원,횡성군,안흥면행정복지센터,25271,강원도 횡성군 안흥면 안흥로 27
1863,강원,횡성군,둔내면행정복지센터,25264,강원도 횡성군 둔내면 둔내로51번길 17
1864,강원,횡성군,갑천면행정복지센터,25258,강원도 횡성군 갑천면 청정로 295
1865,강원,횡성군,청일면행정복지센터,25254,강원도 횡성군 청일면 유동로 17
1866,강원,횡성군,공근면행정복지센터,25208,강원도 횡성군 공근면 학담시장길 11
1867,강원,횡성군,서원면행정복지센터,25201,강원도 횡성군 서원면 서원로 161
1868,강원,횡성군,강림면행정복지센터,25272,강원도 횡성군 강림면 태종로 42
1869,강원,영월군,영월읍사무소,26227,강원도 영월군 영월읍 단종로 48-8
1870,강원,영월군,상동읍사무소,26248,강원도 영월군 상동읍 태백산로 3189
1871,강원,영월군,산솔면사무소,26243,강원도 영월군 산솔면 태백산로 1202
1872,강원,영월군,김삿갓면사무소,26245,강원도 영월군 김삿갓면 옥동장터길 36
1873,강원,영월군,북면사무소,26209,강원도 영월군 북면 봉래산로 987
1874,강원,영월군,남면사무소,26216,강원도 영월군 남면 연당로 47-6
1875,강원,영월군,한반도면사무소,26212,강원도 영월군 한반도면 신천길 6-6
1876,강원,영월군,무릉도원면사무소,26201,강원도 영월군 무릉도원면 무릉길 70-6
1877,강원,영월군,주천면사무소,26203,강원도 영월군 주천면 주천로 103
1878,강원,평창군,평창읍사무소,25375,강원도 평창군 평창읍 노성로 127
1879,강원,평창군,미탄면사무소,25382,강원도 평창군 미탄면 청옥산1길 1
1880,강원,평창군,방림면사무소,25365,강원도 평창군 방림면 서동로 1337
1881,강원,평창군,대화면사무소,25358,강원도 평창군 대화면 남산1길 28
1882,강원,평창군,봉평면사무소,25303,강원도 평창군 봉평면 기풍4길 10
1883,강원,평창군,용평면사무소,25313,강원도 평창군 용평면 경강로 2027
1884,강원,평창군,진부면사무소,25325,강원도 평창군 진부면 석두산2길 13
1885,강원,평창군,대관령면사무소,25344,강원도 평창군 대관령면 대관령로 83
1886,강원,정선군,정선읍행정복지센터,26131,강원도 정선군 정선읍 정선로 1331
1887,강원,정선군,고한읍행정복지센터,26155,강원도 정선군 고한읍 고한2길 1
1888,강원,정선군,사북읍행정복지센터,26150,강원도 정선군 사북읍 사북중앙로 65
1889,강원,정선군,신동읍행정복지센터,26142,강원도 정선군 신동읍 예미1길 1
1890,강원,정선군,화암면행정복지센터,26116,강원도 정선군 화암면 그림바위길 40
1891,강원,정선군,남면행정복지센터,26145,강원도 정선군 남면 칠현로 80
1892,강원,정선군,여량면행정복지센터,26106,강원도 정선군 여량면 서동로 2885
1893,강원,정선군,북평면행정복지센터,26101,강원도 정선군 북평면 북평6길 36
1894,강원,정선군,임계면행정복지센터,26110,강원도 정선군 임계면 서동로 4575
1895,강원,철원군,철원읍사무소,24006,강원도 철원군 철원읍 금학로330번길 12
1896,강원,철원군,김화읍사무소,24054,강원도 철원군 김화읍 호국로 6510
1897,강원,철원군,갈말읍사무소,24038,강원도 철원군 갈말읍 명성로 178
1898,강원,철원군,동송읍행정복지센터,24013,강원도 철원군 동송읍 이평로 133
1899,강원,철원군,서면사무소,24062,강원도 철원군 서면 신술2길 40
1900,강원,철원군,근남면사무소,24064,강원도 철원군 근남면 하오재로 2050
1901,강원,화천군,화천읍사무소,24124,강원도 화천군 화천읍 중앙로9길 9
1902,강원,화천군,간동면사무소,24138,강원도 화천군 간동면 파로호로 919
1903,강원,화천군,하남면사무소,24145,강원도 화천군 하남면 원천새싹길 6
1904,강원,화천군,상서면사무소,24106,강원도 화천군 상서면 하양지길 39
1905,강원,화천군,사내면사무소,24157,강원도 화천군 사내면 사내로 11
1906,강원,양구군,양구읍사무소,24523,강원도 양구군 양구읍 관공서로 18
1907,강원,양구군,국토정중앙면사무소,24554,강원도 양구군 국토정중앙면 삼팔선로 7
1908,강원,양구군,동면사무소,24507,강원도 양구군 동면 금강산로 1693
1909,강원,양구군,방산면사무소,24502,강원도 양구군 방산면 장거리길 21
1910,강원,양구군,해안면사무소,24563,강원도 양구군 해안면 펀치볼로 1307
1911,강원,인제군,인제읍행정복지센터,24631,강원도 인제군 인제읍 인제로205번길 9
1912,강원,인제군,남면행정복지센터,24649,강원도 인제군 남면 신남로58번길 37
1913,강원,인제군,북면행정복지센터,24612,강원도 인제군 북면 금강로 55
1914,강원,인제군,기린면행정복지센터,24659,강원도 인제군 기린면 기린로42번길 9
1915,강원,인제군,서화면행정복지센터,24603,강원도 인제군 서화면 천도로78번길 16
1916,강원,인제군,상남면행정복지센터,24664,강원도 인제군 상남면 상남로38번길 10
1917,강원,고성군,현내면사무소,24704,강원도 고성군 현내면 한나루로 67
1918,강원,고성군,거진읍행정복지센터,24722,강원도 고성군 거진읍 자산천로 240
1919,강원,고성군,간성읍행정복지센터,24729,강원도 고성군 간성읍 간성로67번길 14
1920,강원,고성군,죽왕면사무소,24747,강원도 고성군 죽왕면 오호길 11
1921,강원,고성군,토성면행정복지센터,24764,강원도 고성군 토성면 천진해변길 88
1922,강원,양양군,양양읍행정복지센터,25021,강원도 양양군 양양읍 관아길 32
1923,강원,양양군,서면행정복지센터,25035,강원도 양양군 서면 물윗구미길 5
1924,강원,양양군,손양면행정복지센터,25044,강원도 양양군 손양면 손중로 209
1925,강원,양양군,현북면행정복지센터,25047,강원도 양양군 현북면 하조대1길 41-8
1926,강원,양양군,현남면행정복지센터,25053,강원도 양양군 현남면 인구중앙길 45
1927,강원,양양군,강현면행정복지센터,25001,강원도 양양군 강현면 동해대로 3509
1928,충북,청주시,낭성면행정복지센터,28193,충청북도 청주시 상당구 낭성면 낭성시내길 21
1929,충북,청주시, 미원면행정복지센터,28199,충청북도 청주시 상당구 미원면 단재로 2472
1930,충북,청주시,가덕면행정복지센터,28203,충청북도 청주시 상당구 가덕면 보청대로 4646
1931,충북,청주시,남일면행정복지센터,28187,충청북도 청주시 상당구 남일면 단재로 501
1932,충북,청주시,문의면행정복지센터,28208,충청북도 청주시 상당구 문의면 문의시내1길 8-15
1933,충북,청주시,중앙동행정복지센터,28544,충청북도 청주시 상당구 교서로32번길 31
1934,충북,청주시,성안동행정복지센터,28716,충청북도 청주시 상당구 대성로 72
1935,충북,청주시, 탑대성동행정복지센터,28518,충청북도 청주시 상당구 당산로 9
1936,충북,청주시,영운동행정복지센터,28738,충청북도 청주시 상당구 단재로 129
1937,충북,청주시,금천동행정복지센터,28734,충청북도 청주시 상당구 쇠내로 50
1938,충북,청주시, 용담ㆍ명암ㆍ산성동 행정복지센터,28314,충청북도 청주시 상당구 교동로 149
1939,충북,청주시, 용암제1동행정복지센터,28777,충청북도 청주시 상당구 중흥로 29
1940,충북,청주시, 용암제2동행정복지센터,28782,충청북도 청주시 상당구 무농정로 47
1941,충북,청주시, 남이면행정복지센터,28182,충청북도 청주시 서원구 남이면 척산길 7
1942,충북,청주시,현도면행정복지센터,28215,충청북도 청주시 서원구 현도면 선동1길 9
1943,충북,청주시, 사직제1동행정복지센터,28550,충청북도 청주시 서원구 대원로 45
1944,충북,청주시, 사직제2동행정복지센터,28652,충청북도 청주시 서원구 충렬로53번길 31
1945,충북,청주시, 사창동행정복지센터,28643,충청북도 청주시 서원구 내수동로 108
1946,충북,청주시,모충동행정복지센터,28672,충청북도 청주시 서원구 모충로124번길 25
1947,충북,청주시,산남동행정복지센터,28699,충청북도 청주시 서원구 안뜸로12번길 42
1948,충북,청주시,분평동행정복지센터,28796,충청북도 청주시 서원구 분평로 35
1949,충북,청주시, 수곡제1동행정복지센터,28694,충청북도 청주시 서원구 구룡산로 322
1950,충북,청주시, 수곡제2동행정복지센터,28688,충청북도 청주시 서원구 수곡로 61
1951,충북,청주시, 성화ㆍ개신ㆍ죽림동 행정복지센터,28638,충청북도 청주시 서원구 성봉로 128
1952,충북,청주시, 오송읍행정복지센터,28168,충청북도 청주시 흥덕구 오송읍 가로수로 174
1953,충북,청주시, 강내면행정복지센터,28172,충청북도 청주시 흥덕구 강내면 태성탑연로 433
1954,충북,청주시, 옥산면행정복지센터,28113,충청북도 청주시 흥덕구 옥산면 옥산시내1길 43
1955,충북,청주시, 운천ㆍ신봉동행정복지센터,28469,충청북도 청주시 흥덕구 사운로 216
1956,충북,청주시, 복대제1동행정복지센터,28420,충청북도 청주시 흥덕구 증안로 86
1957,충북,청주시, 복대제2동행정복지센터,28606,충청북도 청주시 흥덕구 신율로103번길 42
1958,충북,청주시, 가경동행정복지센터,28394,충청북도 청주시 흥덕구 풍년로180번길 25-2
1959,충북,청주시, 봉명제1동행정복지센터,28571,충청북도 청주시 흥덕구 직지대로620번길 70
1960,충북,청주시, 봉명제2ㆍ송정동행정복지센터,28452,충청북도 청주시 흥덕구 주현로41번길 18
1961,충북,청주시, 강서제1동행정복지센터,28376,충청북도 청주시 흥덕구 가로수로 1164
1962,충북,청주시, 강서제2동행정복지센터,28292,충청북도 청주시 흥덕구 송화로108번길 95
1963,충북,청주시,오창읍행정복지센터,28129,충청북도 청주시 청원구 오창읍 두릉유리로 1137-1
1964,충북,청주시,내수읍행정복지센터,28145,충청북도 청주시 청원구 내수읍 마산3길 49
1965,충북,청주시,북이면행정복지센터,28139,충청북도 청주시 청원구 북이면 신대석성로 10
1966,충북,청주시, 우암동행정복지센터,28535,충청북도 청주시 청원구 향군로 34
1967,충북,청주시, 내덕제1동행정복지센터,28481,충청북도 청주시 청원구 새터로 71
1968,충북,청주시, 내덕제2동행정복지센터,28500,충청북도 청주시 청원구 충청대로 28
1969,충북,청주시, 율량ㆍ사천동행정복지센터,28332,충청북도 청주시 청원구 충청대로107번길 52
1970,충북,청주시, 오근장동행정복지센터,28307,충청북도 청주시 청원구 팔결로 121
1971,충북,충주시, 주덕읍행정복지센터,27462,충청북도 충주시 주덕읍 신덕로 1359
1972,충북,충주시, 살미면행정복지센터,27493,충청북도 충주시 살미면 세성양지말길 41
1973,충북,충주시, 수안보면행정복지센터,27497,충청북도 충주시 수안보면 관동길 9-9
1974,충북,충주시, 대소원면행정복지센터,27472,충청북도 충주시 대소원면 대소원1길 29
